date_time,latitude,longitude,location,crime_type
2023-06-03 06:44:00,17.70433548375349,83.2940503193756,Vizag Railway Station,none
2023-08-22 07:57:00,17.7173774244956,83.31268036974285,City Central Park,none
2023-03-20 09:23:00,17.782094107567154,83.38695304617785,Rushikonda Beach,none
2023-02-11 12:31:00,17.718810648583954,83.3191641707596,RK Beach,none
2023-02-15 18:51:00,17.751785557893136,83.36346941914778,Visakha Valley School,none
2023-01-15 12:01:00,17.740073930442243,83.30165635226622,CMR Central,none
2023-07-15 08:40:00,17.78247291400203,83.38657844679194,Rushikonda Beach,none
2023-01-06 07:20:00,17.709456335292796,83.29785370357028,Daba Gardens,none
2023-07-05 10:31:00,17.78283664868021,83.38679892142764,Rushikonda Beach,none
2023-02-19 08:41:00,17.704098021894822,83.29310431211657,Vizag Railway Station,none
2023-06-12 07:33:00,17.782376112746416,83.38613323748774,Rushikonda Beach,none
2023-11-29 07:40:00,17.709949924056215,83.29713833729505,Daba Gardens,none
2023-05-25 11:53:00,17.748465569966857,83.34226059303718,Kailasagiri,none
2023-07-07 14:25:00,17.718225924520688,83.31207199444073,City Central Park,none
2023-11-06 10:51:00,17.746215461733442,83.35168586678513,Tenneti Park,none
2023-05-10 09:43:00,17.70380445264719,83.29361111727924,Vizag Railway Station,none
2023-10-04 11:47:00,17.73949206058324,83.30143197361764,CMR Central,none
2023-12-08 18:23:00,17.703763356834163,83.29351684782266,Vizag Railway Station,none
2023-10-16 06:10:00,17.710373492508687,83.2977310149901,Daba Gardens,none
2023-09-24 10:06:00,17.71915340363911,83.31908929332589,RK Beach,none
2023-06-24 18:13:00,17.730852723886837,83.31961032945269,Andhra University,none
2023-12-04 12:12:00,17.718849463605007,83.31916927325646,RK Beach,none
2023-11-18 16:52:00,17.73973429040405,83.30203776799891,CMR Central,none
2023-04-05 14:47:00,17.74644568632291,83.35143532687565,Tenneti Park,none
2023-08-28 10:52:00,17.73094993232591,83.32019425961036,Andhra University,none
2023-08-01 11:23:00,17.748574362204447,83.342396333372,Kailasagiri,none
2023-03-16 18:58:00,17.703656193830515,83.29321599114412,Vizag Railway Station,none
2023-02-09 10:23:00,17.751239999570434,83.3631246658256,Visakha Valley School,none
2023-01-20 13:41:00,17.730755973412247,83.320011427975,Andhra University,none
2023-02-14 11:29:00,17.704475788888036,83.29337691063762,Vizag Railway Station,none
2023-01-15 14:00:00,17.74807710438231,83.34201178486202,Kailasagiri,none
2023-04-20 09:11:00,17.704109636010735,83.29339274157941,Vizag Railway Station,none
2023-09-09 07:03:00,17.73079467360399,83.31961044283511,Andhra University,none
2023-10-15 12:42:00,17.748633717630568,83.34228429870753,Kailasagiri,none
2023-01-25 18:34:00,17.748227838489072,83.34198098266941,Kailasagiri,none
2023-02-07 14:43:00,17.748454445942254,83.34251919018014,Kailasagiri,none
2023-09-09 14:14:00,17.74880348503734,83.34170546277814,Kailasagiri,none
2023-12-18 07:23:00,17.718635179583455,83.31957368030706,RK Beach,none
2023-07-26 11:47:00,17.751207896145356,83.36403546957801,Visakha Valley School,none
2023-06-08 06:48:00,17.70362686526339,83.29324498257888,Vizag Railway Station,none
2023-04-16 09:57:00,17.740315846126034,83.30123476031258,CMR Central,none
2023-12-19 13:55:00,17.75172367905986,83.36358936187123,Visakha Valley School,none
2023-03-03 13:49:00,17.718840546014388,83.31918148085059,RK Beach,none
2023-03-12 13:03:00,17.704079309622447,83.29364164136221,Vizag Railway Station,none
2023-10-03 06:23:00,17.703884984499975,83.29402699679432,Vizag Railway Station,none
2023-03-16 17:50:00,17.74606208614209,83.3515189972022,Tenneti Park,none
2023-03-31 09:27:00,17.73099813207348,83.31931972768528,Andhra University,none
2023-12-29 06:14:00,17.718860984213666,83.31940880898912,RK Beach,none
2023-05-08 10:46:00,17.730920238400305,83.31962931881218,Andhra University,none
2023-03-26 18:50:00,17.751110515479947,83.36407077288318,Visakha Valley School,none
2023-03-21 07:01:00,17.78294285357378,83.38685312316873,Rushikonda Beach,none
2023-05-12 07:26:00,17.74855488971572,83.34190898072325,Kailasagiri,none
2023-09-04 17:05:00,17.746612833046097,83.3512860908497,Tenneti Park,none
2023-07-08 18:01:00,17.751704422661746,83.36384704598032,Visakha Valley School,none
2023-03-13 10:16:00,17.751616886943214,83.3634269901664,Visakha Valley School,none
2023-12-09 15:32:00,17.74666901212059,83.35082602645342,Tenneti Park,none
2023-07-14 08:59:00,17.704253580630382,83.29311228341525,Vizag Railway Station,none
2023-06-21 13:51:00,17.719274707372925,83.31904552739266,RK Beach,none
2023-04-24 14:52:00,17.7826240576678,83.38656401485808,Rushikonda Beach,none
2023-10-09 16:44:00,17.718994314989406,83.31977770059956,RK Beach,none
2023-11-02 13:18:00,17.782259791112256,83.38613531502392,Rushikonda Beach,none
2023-10-04 09:10:00,17.719189954828533,83.31913283618222,RK Beach,none
2023-01-24 08:16:00,17.739564549907346,83.3018328688919,CMR Central,none
2023-02-09 10:35:00,17.71914377055327,83.31965624806585,RK Beach,none
2023-06-09 18:38:00,17.74633096094516,83.35116274362433,Tenneti Park,none
2023-06-17 06:25:00,17.74605149639718,83.351496747351,Tenneti Park,none
2023-12-01 14:18:00,17.74594764760917,83.3514710565714,Tenneti Park,none
2023-06-29 17:59:00,17.709845072657874,83.2974416044776,Daba Gardens,none
2023-11-02 14:35:00,17.71749555954993,83.31289515063595,City Central Park,none
2023-08-21 16:27:00,17.71949273558389,83.31929480094928,RK Beach,none
2023-11-10 06:23:00,17.739614797126503,83.30193761073846,CMR Central,none
2023-07-02 13:39:00,17.70446405871037,83.29354154621868,Vizag Railway Station,none
2023-06-11 11:57:00,17.73956103254474,83.301848461524,CMR Central,none
2023-04-25 09:58:00,17.73065341911904,83.32026640604803,Andhra University,none
2023-04-29 18:20:00,17.70980418394951,83.29789613777183,Daba Gardens,none
2023-11-25 17:49:00,17.739887196419765,83.30198769419646,CMR Central,none
2023-05-21 15:48:00,17.73061111730248,83.31947799774437,Andhra University,none
